chr	start	end	Cluster	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DE	WTrpkm
1	8	1045	merged_1_8	66.0790635856528	-4.38468792169169	0.754739220283837	-5.80954030723715	6.26446110966478e-09	1.68690660349537e-08	ClusterDown	12.0733333333333
1	17806	18807	merged_1_17806	48.7072773442023	-4.48135014097469	0.751248968990936	-5.96519972199623	2.44334992751504e-09	7.07734602912851e-09	ClusterDown	8.59333333333333
1	44557	44996	merged_1_44557	270.957016721169	-5.51128660275796	0.720908962379989	-7.64491342230391	2.09085965440192e-14	1.79400749789831e-13	ClusterDown	95.68
1	55659	56713	merged_1_55659	61.6149150581766	-4.78184899287569	0.769905110424749	-6.21095889367144	5.26622495440365e-10	1.74359479746747e-09	ClusterDown	9.83333333333333
1	76658	77598	merged_1_76658	280.838549200109	-4.73087869016348	0.671031496335666	-7.05015892100089	1.78713562208567e-12	1.00625534439367e-11	ClusterDown	56.0033333333333
1	193358	193658	merged_1_193358	4.39068197488594	-3.57739734796568	1.69935630962699	-2.10514847751436	0.0352783855178092	0.0364473834409879	ClusterNone	1.36
1	213478	213890	merged_1_213478	7.97984697656248	-3.93259909469349	1.26863023608215	-3.09987810698753	0.00193600298175368	0.00218815012062463	ClusterDown	2.37333333333333
1	238166	239487	merged_1_238166	160.430335371621	-4.85321487051943	0.567249272296665	-8.55570047867996	1.17155129843881e-17	2.16862693140196e-16	ClusterDown	14.4433333333333
1	255752	256287	merged_1_255752	18.068718125861	-3.50683656175879	1.02939907594967	-3.40668322295081	0.000657573979685667	0.000787664295792709	ClusterDown	2.21666666666667
1	257691	258756	merged_1_257691	200.579213457223	-4.6650194472546	0.624375833965613	-7.47149263869736	7.92902051153198e-14	5.97516577744393e-13	ClusterDown	20.7166666666667
1	291782	292768	merged_1_291782	1054.74911209725	-4.51770949896788	0.471905783379713	-9.5733293764971	1.03517283165026e-21	6.11602797658571e-20	ClusterDown	151.173333333333
1	372379	372754	merged_1_372379	71.4348045954691	-5.194835484206	0.936933470053656	-5.54450838852892	2.94781203115104e-08	7.03981909764918e-08	ClusterDown	34.3266666666667
1	423074	423366	merged_1_423074	17.2399364879191	-5.01881966574608	1.0681184731534	-4.69874811820176	2.61761045156044e-06	4.55354418294441e-06	ClusterDown	11.96
1	423467	424334	merged_1_423467	46.5046570683491	-5.51636637883353	0.95331678321588	-5.78649875461633	7.18686194599325e-09	1.91144508393637e-08	ClusterDown	9.05666666666667
1	431148	434116	merged_1_431148	382.466985912842	-4.84489273241479	0.552918740992478	-8.76239558043974	1.91144144136341e-18	4.26416220858641e-17	ClusterDown	16.8266666666667
1	446430	447514	merged_1_446430	14.9598773103624	-2.64721795948827	1.05871944692028	-2.5003960843345	0.0124054521538968	0.0131128294599519	ClusterNone	1.67
1	447775	448451	merged_1_447775	0.286269473891698	0	4.29522333967835	0	1	1	ClusterNone	0
1	499388	499694	merged_1_499388	22.2754684691994	-5.25930465817604	1.14405122349215	-4.59708844340232	4.28435786350172e-06	7.19041503581476e-06	ClusterDown	12.6833333333333
1	499883	500258	merged_1_499883	17.8427626074035	-7.42209014019187	1.62652664386111	-4.56315312645173	5.03910337757065e-06	8.36338617270224e-06	ClusterDown	6.04
1	500346	500723	merged_1_500346	43.0472550694979	-4.91716967795882	0.918177987438894	-5.35535565568769	8.53882904828385e-08	1.88732335250674e-07	ClusterDown	13.52
1	512587	513213	merged_1_512587	116.427913946428	-0.956971954476075	0.592607094432811	-1.61485065478671	0.106343040447161	0.108412590635504	ClusterNone	32.81
1	540395	541104	merged_1_540395	72.3855612592111	-4.88097472567185	0.716418132527551	-6.81302510930534	9.55674527558623e-12	4.54780165946341e-11	ClusterDown	21.2633333333333
1	549461	550924	merged_1_549461	44.9605782095211	-5.41738200707352	0.962911514585664	-5.62604343702816	1.84389933201374e-08	4.5775543854424e-08	ClusterDown	6.12333333333333
1	599472	599675	merged_1_599472	9.24740751268634	-0.376075610647599	0.81439009603779	-0.461788045406373	0.644233324575722	0.648543918671537	ClusterNone	7.62666666666667
1	612535	612826	merged_1_612535	19.8487138063109	-2.61431932980402	0.925940210064053	-2.82342131963701	0.00475140866209582	0.00517147347567781	ClusterDown	4.29
1	634072	634575	merged_1_634072	97.0891246140075	-4.97953019972051	0.789749364162667	-6.30520317670665	2.87816084882648e-10	1.00108933395069e-09	ClusterDown	41.56
1	639728	639795	merged_1_639728	8.31904983778118	-6.22123992796506	1.6143682763588	-3.85366834759478	0.000116361190364576	0.000155535090615623	ClusterDown	14.63
1	641139	641203	merged_1_641139	18.3226770509158	-4.3837412330841	0.934576231033018	-4.69061922133265	2.72379461548875e-06	4.7261872777e-06	ClusterDown	45.7066666666667
1	670532	670980	merged_1_670532	1618.34133575623	-4.34248082933137	0.561883663587543	-7.72843403491264	1.08877576746254e-14	9.93488692186027e-14	ClusterDown	755.26
1	696465	696836	merged_1_696465	149.235621036609	-5.38118736515738	0.721509921789464	-7.45823058373355	8.76921085481949e-14	6.55866007228378e-13	ClusterDown	70.0766666666667
1	697291	697520	merged_1_697291	13.0787682831163	-3.65758133474314	1.24047966936697	-2.94852178964742	0.0031929762973005	0.00353050079565639	ClusterDown	3.81666666666667
1	758510	758860	merged_1_758510	9.778961145886	-5.79144066539197	1.56633123160507	-3.69745590749492	0.000217771029803347	0.000279426750756199	ClusterDown	5.54666666666667
