chr	start	end	Cluster	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DE	WTrpkm
1	8	1045	merged_1_8	66.0790635856528	0.185546849638201	0.673105743650186	0.275657801747462	0.782810909551365	0.875993366530561	ClusterNone	12.0733333333333
1	17806	18807	merged_1_17806	48.7072773442023	0.593418920132265	0.616237464261823	0.962971183264732	0.33556198483172	0.685072996059107	ClusterNone	8.59333333333333
1	44557	44996	merged_1_44557	270.957016721169	0.792127693827849	0.664482319767073	1.19209747236845	0.233223028000463	0.636920112378478	ClusterNone	95.68
1	55659	56713	merged_1_55659	61.6149150581766	0.390063843950386	0.638489175703871	0.610916925130922	0.541254579357702	0.758601676453352	ClusterNone	9.83333333333333
1	76658	77598	merged_1_76658	280.838549200109	-0.147042451551276	0.644789865015746	-0.228047088717321	0.819609633330662	0.899049310064277	ClusterNone	56.0033333333333
1	193358	193658	merged_1_193358	4.39068197488594	0.939354279034404	0.984021121339737	0.954607841908394	0.339776049993327	0.685759827419697	ClusterNone	1.36
1	213478	213890	merged_1_213478	7.97984697656248	1.28505377027252	0.766142428100616	1.67730401442245	0.0934830479705857	0.51653444442524	ClusterNone	2.37333333333333
1	238166	239487	merged_1_238166	160.430335371621	0.75977416650039	0.463867454572196	1.63791220748844	0.10144000904565	0.530979194767165	ClusterNone	14.4433333333333
1	255752	256287	merged_1_255752	18.068718125861	1.24673351372384	0.629639904265203	1.98007385694335	0.047695230259549	0.386429921307642	ClusterNone	2.21666666666667
1	257691	258756	merged_1_257691	200.579213457223	0.348904060560179	0.556119606930834	0.627390324332826	0.530403408583061	0.754261130988249	ClusterNone	20.7166666666667
1	291782	292768	merged_1_291782	1054.74911209725	-1.32530429286047	0.461500077176624	-2.87173146528695	0.00408229699390321	0.06694859786415	ClusterNone	151.173333333333
1	372379	372754	merged_1_372379	71.4348045954691	0.234772569172095	0.821561766125489	0.285763747599027	0.775059075969749	0.872270103850794	ClusterNone	34.3266666666667
1	423074	423366	merged_1_423074	17.2399364879191	0.436911605655498	0.673971603315761	0.648264116033982	0.516814138954101	0.748717750390241	ClusterNone	11.96
1	423467	424334	merged_1_423467	46.5046570683491	0.642208499118148	0.702267634826199	0.914478280459394	0.360465585429348	0.694470549414881	ClusterNone	9.05666666666667
1	431148	434116	merged_1_431148	382.466985912842	0.25068077124963	0.515185534890926	0.486583481624156	0.626553531841781	0.794155755056819	ClusterNone	16.8266666666667
1	446430	447514	merged_1_446430	14.9598773103624	-4.48561021785849	1.37625508922408	-3.2592869250623	0.00111692644832216	0.0212216025181211	ClusterNone	1.67
1	447775	448451	merged_1_447775	0.286269473891698	0	4.29522333967836	0	1	1	ClusterNone	0
1	499388	499694	merged_1_499388	22.2754684691994	0.955324070117321	0.782446485831167	1.22094493031368	0.222106871192961	0.63236509871752	ClusterNone	12.6833333333333
1	499883	500258	merged_1_499883	17.8427626074035	-0.0358753266945645	0.775276297903852	-0.0462742467318583	0.963091665445514	0.98013552455557	ClusterNone	6.04
1	500346	500723	merged_1_500346	43.0472550694979	0.718225070201579	0.656333711824628	1.09429861252272	0.273824033639006	0.655784132417821	ClusterNone	13.52
1	512587	513213	merged_1_512587	116.427913946428	0.484829028448673	0.589134423899891	0.822951450093941	0.410535602828251	0.710205702485202	ClusterNone	32.81
1	540395	541104	merged_1_540395	72.3855612592111	0.224011192869043	0.613743796315604	0.364991376228674	0.715117843617008	0.838657643302861	ClusterNone	21.2633333333333
1	549461	550924	merged_1_549461	44.9605782095211	0.372617013761719	0.764153749248814	0.487620474450347	0.625818690411346	0.793947253184862	ClusterNone	6.12333333333333
1	599472	599675	merged_1_599472	9.24740751268634	0.185598849801397	0.804295558487967	0.230759511031384	0.817501637825461	0.898085726933574	ClusterNone	7.62666666666667
1	612535	612826	merged_1_612535	19.8487138063109	1.29220034761131	0.726498880016574	1.77866805187894	0.0752941999434679	0.471098478272984	ClusterNone	4.29
1	634072	634575	merged_1_634072	97.0891246140075	0.314022155423629	0.720104186108223	0.43607878065638	0.662779572050865	0.811111499155251	ClusterNone	41.56
1	639728	639795	merged_1_639728	8.31904983778118	1.23981784618217	0.748189455782328	1.6570907764074	0.0975011236476104	0.524945367284447	ClusterNone	14.63
1	641139	641203	merged_1_641139	18.3226770509158	0.856578311383616	0.603523166401624	1.41929648946333	0.1558125951707	0.59159064468854	ClusterNone	45.7066666666667
1	670532	670980	merged_1_670532	1618.34133575623	-3.5362976305708	0.560444019874481	-6.30981419225922	2.79370666704467e-10	1.8256449780248e-08	ClusterDown	755.26
1	696465	696836	merged_1_696465	149.235621036609	0.324348294389627	0.638621900633277	0.507887834833089	0.611532006584302	0.78755973257632	ClusterNone	70.0766666666667
1	697291	697520	merged_1_697291	13.0787682831163	1.64470499062231	0.725848272906408	2.26590742447683	0.0234570519497124	0.25591129441596	ClusterNone	3.81666666666667
1	758510	758860	merged_1_758510	9.778961145886	0.629680595049623	0.673882857565818	0.934406607884551	0.350094190458149	0.690739361137236	ClusterNone	5.54666666666667
1	758989	759243	merged_1_758989	19.7394084399024	0.524939567348384	0.704481623495159	0.745143024091943	0.456185262125002	0.727277120088147	ClusterNone	13.5666666666667
1	759787	760525	merged_1_759787	18.69403128693	0.170767567128225	0.723516407335834	0.236024456939455	0.813413692338778	0.895506914455588	ClusterNone	3.99333333333333
